Cycle,Direction,Position_mm,Force_N,StrokeCount,Time_s
51,BWD,122.10056,0.01000,64,352.306
51,BWD,122.03345,-0.00000,64,352.406
51,BWD,121.96205,0.01000,64,352.505
51,BWD,121.90047,-0.00000,64,352.592
51,BWD,121.85614,0.01000,64,352.658
51,BWD,121.82641,0.02000,64,352.724
51,BWD,121.79668,0.00000,64,352.804
51,BWD,121.77566,0.01000,64,352.904
51,BWD,121.75227,0.00000,64,352.999
51,BWD,121.74192,-0.01000,64,353.093
51,BWD,121.74038,0.02000,64,353.192
51,BWD,121.74648,-0.00000,64,353.275
51,BWD,121.75939,0.00000,64,353.341
51,BWD,121.77480,-0.00000,64,353.422
51,BWD,121.78571,0.01000,64,353.515
52,FWD,121.78899,-0.00000,64,353.561
52,FWD,121.79754,0.01000,64,353.656
52,FWD,121.81506,0.00000,64,353.750
52,FWD,121.84145,0.01000,64,353.829
52,FWD,121.87051,0.01000,64,353.908
52,FWD,121.89993,0.00000,64,353.992
52,FWD,121.94281,0.00000,64,354.059
52,FWD,121.99039,0.00000,64,354.140
52,FWD,122.03693,0.01000,64,354.204
52,FWD,122.08612,0.01000,64,354.292
52,FWD,122.15443,0.01000,64,354.362
52,FWD,122.21844,0.01000,64,354.428
52,FWD,122.28042,0.01000,64,354.492
52,FWD,122.34573,0.01000,64,354.556
52,FWD,122.41770,0.00000,64,354.624
52,FWD,122.49498,-0.00000,64,354.707
52,FWD,122.59751,0.01000,64,354.806
52,FWD,122.74467,0.01000,64,354.901
52,FWD,122.87907,0.02000,64,354.995
52,FWD,123.01975,0.01000,64,355.105
52,FWD,123.18562,0.01000,64,355.199
52,FWD,123.32188,-0.01000,64,355.292
52,FWD,123.44703,0.03000,64,355.359
52,FWD,123.57045,0.02000,64,355.441
52,FWD,123.67169,0.01000,64,355.507
52,FWD,123.77145,0.00000,64,355.591
52,FWD,123.89677,0.00000,64,355.657
52,FWD,123.99612,-0.00000,64,355.723
52,FWD,124.10904,-0.01000,64,355.808
52,FWD,124.22199,0.00000,64,355.900
52,FWD,124.36121,0.00000,64,355.960
52,FWD,124.46114,0.05000,64,356.025
52,FWD,124.55173,0.07000,64,356.092
52,FWD,124.67012,1.81000,64,356.192
52,FWD,124.81990,4.22000,65,356.297
52,BWD,124.87952,4.82000,65,356.654
52,BWD,124.87681,4.66000,65,356.726
52,BWD,124.86873,4.60000,65,356.795
52,BWD,124.85461,4.05000,65,356.893
52,BWD,124.83119,3.20000,65,356.958
52,BWD,124.80848,2.54000,65,357.025
52,BWD,124.78046,1.82000,65,357.111
52,BWD,124.73362,1.60000,65,357.209
52,BWD,124.68279,0.47000,65,357.309
52,BWD,124.60668,0.15000,65,357.392
52,BWD,124.55079,0.09000,65,357.492
52,BWD,124.46510,0.04000,65,357.574
52,BWD,124.37022,0.02000,65,357.658
52,BWD,124.28268,0.01000,65,357.739
52,BWD,124.20758,-0.00000,65,357.800
52,BWD,124.13213,-0.00000,65,357.894
52,BWD,124.01334,0.01000,65,357.959
52,BWD,123.91091,0.02000,65,358.040
52,BWD,123.79242,-0.00000,65,358.124
52,BWD,123.69083,-0.02000,65,358.192
52,BWD,123.58942,-0.02000,65,358.294
52,BWD,123.43253,-0.01000,65,358.365
52,BWD,123.31615,0.01000,65,358.441
52,BWD,123.21542,0.02000,65,358.508
52,BWD,123.11535,0.01000,65,358.592
52,BWD,122.98396,0.01000,65,358.692
52,BWD,122.82021,0.01000,65,358.803
52,BWD,122.68122,-0.00000,65,358.898
52,BWD,122.54273,-0.00000,65,359.008
52,BWD,122.41892,-0.00000,65,359.103
52,BWD,122.31201,-0.00000,65,359.208
52,BWD,122.19839,0.00000,65,359.302
52,BWD,122.10976,0.01000,65,359.396
52,BWD,122.03397,-0.00000,65,359.496
52,BWD,121.96349,0.01000,65,359.604
52,BWD,121.89600,0.00000,65,359.699
52,BWD,121.84770,-0.00000,65,359.794
52,BWD,121.80834,0.00000,65,359.903
52,BWD,121.77381,0.01000,65,359.998
52,BWD,121.75366,0.00000,65,360.106
52,BWD,121.74164,0.01000,65,360.200
52,BWD,121.74052,0.01000,65,360.294
52,BWD,121.74886,0.01000,65,360.404
52,BWD,121.76783,-0.00000,65,360.499
52,BWD,121.78178,0.00000,65,360.591
52,BWD,121.78976,0.00000,65,360.671
53,FWD,121.79000,0.01000,65,360.703
53,FWD,121.79419,-0.00000,65,360.798
53,FWD,121.80707,-0.01000,65,360.893
53,FWD,121.82890,0.01000,65,361.002
53,FWD,121.86784,-0.00000,65,361.094
53,FWD,121.90561,0.01000,65,361.204
53,FWD,121.96790,0.01000,65,361.298
53,FWD,122.03336,0.01000,65,361.394
53,FWD,122.09531,0.01000,65,361.505
53,FWD,122.18211,0.00000,65,361.592
53,FWD,122.26977,-0.00000,65,361.703
53,FWD,122.38380,0.01000,65,361.793
53,FWD,122.48779,0.01000,65,361.904
53,FWD,122.62344,0.00000,65,361.999
53,FWD,122.74963,-0.00000,65,362.096
53,FWD,122.88905,0.02000,65,362.205
53,FWD,123.05354,0.02000,65,362.300
53,FWD,123.18951,-0.01000,65,362.393
53,FWD,123.32230,-0.00000,65,362.492
53,FWD,123.48385,0.01000,65,362.602
53,FWD,123.63788,0.00000,65,362.705
53,FWD,123.78652,0.01000,65,362.804
53,FWD,123.95152,-0.01000,65,362.899
53,FWD,124.09252,-0.01000,65,362.993
53,FWD,124.23389,-0.00000,65,363.103
53,FWD,124.38915,0.00000,65,363.208
53,FWD,124.56229,0.04000,65,363.306
53,FWD,124.68915,1.54000,66,363.392
53,BWD,124.73933,2.31000,66,363.724
53,BWD,124.73626,2.28000,66,363.810
53,BWD,124.72422,2.22000,66,363.904
53,BWD,124.70522,1.94000,66,364.001
53,BWD,124.67438,1.01000,66,364.106
53,BWD,124.62885,0.65000,66,364.200
53,BWD,124.57984,0.27000,66,364.294
53,BWD,124.52201,0.09000,66,364.405
53,BWD,124.44377,0.06000,66,364.499
53,BWD,124.36884,0.04000,66,364.593
53,BWD,124.28046,0.00000,66,364.704
53,BWD,124.16924,0.00000,66,364.798
53,BWD,124.06348,-0.00000,66,364.893
53,BWD,123.94919,0.01000,66,364.971
53,BWD,123.86256,0.01000,66,365.043
53,BWD,123.74180,0.00000,66,365.142
53,BWD,123.62307,0.02000,66,365.208
53,BWD,123.52399,0.02000,66,365.292
53,BWD,123.39666,-0.00000,66,365.374
53,BWD,123.27361,-0.00000,66,365.441
53,BWD,123.17335,0.01000,66,365.508
53,BWD,123.07330,0.00000,66,365.591
53,BWD,122.94839,0.00000,66,365.657
53,BWD,122.84877,0.00000,66,365.742
53,BWD,122.72671,0.00000,66,365.809
53,BWD,122.61618,0.01000,66,365.892
53,BWD,122.52692,0.00000,66,365.960
53,BWD,122.42910,0.00000,66,366.041
53,BWD,122.35169,0.01000,66,366.125
53,BWD,122.26280,0.01000,66,366.192
53,BWD,122.19440,0.00000,66,366.260
53,BWD,122.13268,0.01000,66,366.324
53,BWD,122.07562,0.00000,66,366.394
53,BWD,122.02139,0.01000,66,366.492
53,BWD,121.94883,0.01000,66,366.567
53,BWD,121.90726,0.00000,66,366.648
53,BWD,121.86006,0.00000,66,366.727
53,BWD,121.82767,-0.01000,66,366.800
53,BWD,121.79795,-0.00000,66,366.904
53,BWD,121.76960,0.00000,66,366.993
53,BWD,121.75182,0.01000,66,367.060
53,BWD,121.74316,-0.01000,66,367.137
53,BWD,121.74002,0.01000,66,367.210
53,BWD,121.74260,0.00000,66,367.317
53,BWD,121.75475,0.02000,66,367.412
53,BWD,121.77473,0.00000,66,367.492
53,BWD,121.78436,0.00000,66,367.559
53,BWD,121.78917,-0.00000,66,367.624
54,FWD,121.78993,-0.01000,66,367.647
54,FWD,121.79342,0.00000,66,367.710
54,FWD,121.80078,0.01000,66,367.805
54,FWD,121.82018,0.00000,66,367.905
54,FWD,121.84899,0.01000,66,368.003
54,FWD,121.88955,-0.01000,66,368.108
54,FWD,121.93921,0.01000,66,368.191
54,FWD,121.98837,0.01000,66,368.257
54,FWD,122.03219,-0.01000,66,368.324
54,FWD,122.08150,0.02000,66,368.392
54,FWD,122.14752,-0.00000,66,368.491
54,FWD,122.22555,-0.00000,66,368.558
54,FWD,122.30218,0.01000,66,368.640
54,FWD,122.37365,0.00000,66,368.709
54,FWD,122.44915,0.00000,66,368.792
54,FWD,122.55785,0.01000,66,368.870
54,FWD,122.64931,0.00000,66,368.942
54,FWD,122.76385,0.00000,66,369.023
54,FWD,122.86136,0.03000,66,369.093
54,FWD,122.98377,0.01000,66,369.192
54,FWD,123.11333,0.00000,66,369.264
54,FWD,123.23601,0.03000,66,369.359
54,FWD,123.36379,-0.01000,66,369.427
54,FWD,123.46445,0.00000,66,369.492
54,FWD,123.56314,0.01000,66,369.550
54,FWD,123.64809,0.01000,66,369.616
54,FWD,123.74940,0.00000,66,369.692
54,FWD,123.86097,0.00000,66,369.759
54,FWD,123.96240,0.00000,66,369.822
54,FWD,124.05584,0.01000,66,369.892
54,FWD,124.16177,-0.00000,66,369.959
54,FWD,124.26148,0.01000,66,370.032
54,FWD,124.38320,0.00000,66,370.108
54,FWD,124.48911,0.11000,66,370.191
54,FWD,124.60995,0.31000,66,370.252
54,FWD,124.70051,1.78000,66,370.316
54,FWD,124.80719,1.81000,67,370.392
54,BWD,124.83687,4.16000,67,370.725
54,BWD,124.83396,4.03000,67,370.803
54,BWD,124.82426,3.75000,67,370.893
54,BWD,124.80473,3.30000,67,371.006
54,BWD,124.76834,2.76000,67,371.101
54,BWD,124.72586,1.41000,67,371.195
54,BWD,124.68160,0.86000,67,371.305
54,BWD,124.61015,0.38000,67,371.399
54,BWD,124.54673,0.13000,67,371.494
54,BWD,124.47050,0.06000,67,371.603
54,BWD,124.37050,0.02000,67,371.698
54,BWD,124.27484,-0.01000,67,371.792
54,BWD,124.17024,0.00000,67,371.902
54,BWD,124.03721,0.01000,67,371.997
54,BWD,123.91404,0.01000,67,372.106
54,BWD,123.73971,-0.01000,67,372.201
54,BWD,123.61765,0.00000,67,372.295
54,BWD,123.47541,0.01000,67,372.404
54,BWD,123.31142,0.01000,67,372.498
54,BWD,123.17000,0.01000,67,372.613
54,BWD,123.00568,0.00000,67,372.702
54,BWD,122.86404,0.00000,67,372.797
54,BWD,122.72629,0.01000,67,372.892
54,BWD,122.59866,0.00000,67,373.001
54,BWD,122.46049,0.01000,67,373.097
54,BWD,122.35196,0.01000,67,373.206
54,BWD,122.23633,0.02000,67,373.300
54,BWD,122.14690,0.00000,67,373.394
54,BWD,122.06650,0.02000,67,373.504
54,BWD,121.98381,0.01000,67,373.598
54,BWD,121.92205,0.00000,67,373.691
54,BWD,121.87037,0.01000,67,373.801
54,BWD,121.82025,0.01000,67,373.896
54,BWD,121.78674,0.01000,67,374.006
55,FWD,121.76582,-0.00000,67,374.069
55,FWD,121.75053,-0.00000,67,374.149
55,FWD,121.74143,0.00000,67,374.228
55,FWD,121.74031,0.02000,67,374.306
55,FWD,121.74545,0.01000,67,374.400
55,FWD,121.75945,0.01000,67,374.493
55,FWD,121.78248,0.01000,67,374.603
55,FWD,121.82050,-0.00000,67,374.697
55,FWD,121.86299,0.02000,67,374.792
55,FWD,121.91374,0.00000,67,374.902
55,FWD,121.98465,0.02000,67,374.996
55,FWD,122.05504,0.02000,67,375.092
55,FWD,122.12535,0.02000,67,375.174
55,FWD,122.20092,0.00000,67,375.240
55,FWD,122.26670,0.02000,67,375.307
55,FWD,122.35202,-0.00000,67,375.394
55,FWD,122.45042,0.01000,67,375.492
55,FWD,122.57586,0.02000,67,375.592
55,FWD,122.68969,0.00000,67,375.659
55,FWD,122.80026,0.00000,67,375.740
55,FWD,122.90427,0.01000,67,375.801
55,FWD,123.00310,0.01000,67,375.892
55,FWD,123.13239,0.01000,67,375.971
55,FWD,123.25198,-0.01000,67,376.041
55,FWD,123.35576,0.02000,67,376.108
55,FWD,123.45828,0.00000,67,376.192
55,FWD,123.60253,0.01000,67,376.291
55,FWD,123.73000,0.01000,67,376.366
55,FWD,123.86028,0.01000,67,376.445
55,FWD,123.98122,0.01000,67,376.524
55,FWD,124.08321,0.01000,67,376.593
55,FWD,124.18607,0.01000,67,376.706
55,FWD,124.35616,-0.00000,67,376.790
55,FWD,124.49777,0.15000,67,376.901
55,FWD,124.66302,0.75000,68,376.995
55,BWD,124.71191,1.97000,68,377.341
55,BWD,124.70832,1.96000,68,377.420
55,BWD,124.69860,1.82000,68,377.498
55,BWD,124.68269,1.37000,68,377.593
55,BWD,124.65639,0.99000,68,377.701
55,BWD,124.61301,0.59000,68,377.795
55,BWD,124.56669,0.28000,68,377.905
55,BWD,124.50903,0.12000,68,377.999
55,BWD,124.44347,0.07000,68,378.093
55,BWD,124.36877,0.04000,68,378.202
55,BWD,124.26967,0.00000,68,378.297
55,BWD,124.17465,0.02000,68,378.391
55,BWD,124.07086,0.01000,68,378.502
55,BWD,123.94525,-0.01000,68,378.592
55,BWD,123.83562,0.00000,68,378.692
55,BWD,123.68109,-0.01000,68,378.792
55,BWD,123.55067,0.01000,68,378.861
55,BWD,123.42797,0.01000,68,378.943
55,BWD,123.32506,0.00000,68,379.025
55,BWD,123.20135,0.01000,68,379.096
55,BWD,123.08364,0.01000,68,379.194
55,BWD,122.94968,-0.00000,68,379.254
55,BWD,122.84967,0.01000,68,379.326
55,BWD,122.75311,0.01000,68,379.411
55,BWD,122.63400,-0.00000,68,379.490
55,BWD,122.53276,0.00000,68,379.559
55,BWD,122.44398,0.01000,68,379.625
55,BWD,122.37245,-0.00000,68,379.692
55,BWD,122.29950,0.02000,68,379.759
55,BWD,122.23106,0.01000,68,379.842
55,BWD,122.15176,0.01000,68,379.909
55,BWD,122.08486,0.01000,68,379.992
55,BWD,122.01541,0.01000,68,380.091
55,BWD,121.95704,0.01000,68,380.148
55,BWD,121.91594,0.01000,68,380.241
55,BWD,121.86938,-0.02000,68,380.307
55,BWD,121.83577,-0.01000,68,380.392
55,BWD,121.80315,0.02000,68,380.457
55,BWD,121.78082,-0.01000,68,380.545
55,BWD,121.75578,0.00000,68,380.656
55,BWD,121.74443,0.00000,68,380.737
55,BWD,121.74009,-0.00000,68,380.804
55,BWD,121.74134,0.01000,68,380.890
55,BWD,121.74968,0.02000,68,380.992
55,BWD,121.77115,0.00000,68,381.090
55,BWD,121.78387,0.02000,68,381.156
55,BWD,121.78900,0.00000,68,381.226
56,FWD,121.78984,0.01000,68,381.256
56,FWD,121.79388,0.02000,68,381.314
56,FWD,121.80215,0.00000,68,381.400
56,FWD,121.81836,0.00000,68,381.504
56,FWD,121.84692,0.01000,68,381.592
56,FWD,121.88037,0.00000,68,381.658
56,FWD,121.91719,0.01000,68,381.742
56,FWD,121.95540,-0.00000,68,381.811
56,FWD,121.99829,0.01000,68,381.890
56,FWD,122.06065,0.00000,68,381.991
56,FWD,122.14137,-0.04000,68,382.102
56,FWD,122.23967,0.01000,68,382.192
56,FWD,122.33148,0.00000,68,382.305
56,FWD,122.45175,0.02000,68,382.399
56,FWD,122.56443,0.00000,68,382.494
56,FWD,122.68610,-0.01000,68,382.592
56,FWD,122.80618,0.00000,68,382.659
56,FWD,122.92743,0.01000,68,382.742
56,FWD,123.03951,0.00000,68,382.825
56,FWD,123.17220,-0.01000,68,382.905
56,FWD,123.28965,0.01000,68,382.998
56,FWD,123.43034,-0.00000,68,383.092
56,FWD,123.57189,0.01000,68,383.202
56,FWD,123.73625,0.00000,68,383.293
56,FWD,123.87534,-0.00000,68,383.404
56,FWD,124.03940,0.00000,68,383.499
56,FWD,124.17632,0.00000,68,383.602
56,FWD,124.32747,0.01000,68,383.690
56,FWD,124.45305,0.08000,68,383.805
56,FWD,124.62775,0.25000,68,383.890
56,FWD,124.75014,1.45000,69,383.958
56,BWD,124.77727,3.26000,69,384.293
56,BWD,124.77389,3.07000,69,384.400
56,BWD,124.75986,2.77000,69,384.491
56,BWD,124.73913,2.41000,69,384.575
56,BWD,124.71082,1.64000,69,384.669
56,BWD,124.67763,1.29000,70,384.748
56,BWD,124.63261,0.74000,70,384.828
56,BWD,124.58725,0.15000,70,384.906
56,BWD,124.53547,0.18000,70,384.999
56,BWD,124.46600,0.06000,70,385.108
56,BWD,124.38438,0.03000,70,385.191
56,BWD,124.30811,0.01000,70,385.257
56,BWD,124.24197,-0.00000,70,385.342
56,BWD,124.13539,0.02000,70,385.438
56,BWD,124.02517,0.02000,70,385.532
56,BWD,123.90288,0.01000,70,385.625
56,BWD,123.77412,0.00000,70,385.705
56,BWD,123.66209,0.00000,70,385.808
56,BWD,123.50533,-0.00000,70,385.903
56,BWD,123.36369,0.01000,70,385.997
56,BWD,123.22199,0.01000,70,386.091
56,BWD,123.07562,0.02000,70,386.192
56,BWD,122.94820,0.01000,70,386.259
56,BWD,122.82868,-0.00000,70,386.337
56,BWD,122.71386,0.01000,70,386.425
56,BWD,122.59547,0.00000,70,386.525
56,BWD,122.46875,0.02000,70,386.622
56,BWD,122.35989,0.01000,70,386.716
56,BWD,122.26384,-0.00000,70,386.791
56,BWD,122.19678,-0.00000,70,386.903
56,BWD,122.09306,0.01000,70,387.005
56,BWD,122.00700,0.01000,70,387.100
56,BWD,121.94242,-0.00000,70,387.193
56,BWD,121.89325,0.01000,70,387.302
56,BWD,121.83344,0.02000,70,387.397
56,BWD,121.80002,0.01000,70,387.492
56,BWD,121.77263,0.01000,70,387.558
56,BWD,121.75565,0.00000,70,387.637
56,BWD,121.74567,-0.00000,70,387.725
56,BWD,121.74004,-0.01000,70,387.806
56,BWD,121.74216,0.00000,70,387.900
56,BWD,121.75278,0.01000,70,387.994
56,BWD,121.77135,0.00000,70,388.103
56,BWD,121.78551,0.00000,70,388.199
57,FWD,121.78899,0.01000,70,388.230
57,FWD,121.79668,0.01000,70,388.308
57,FWD,121.80772,0.01000,70,388.392
57,FWD,121.82817,-0.00000,70,388.475
57,FWD,121.85464,0.01000,70,388.544
57,FWD,121.88779,0.00000,70,388.623
57,FWD,121.92621,0.01000,70,388.702
57,FWD,121.96952,0.01000,70,388.793
57,FWD,122.02768,-0.00000,70,388.892
57,FWD,122.09875,0.01000,70,388.959
57,FWD,122.14822,0.01000,70,389.025
57,FWD,122.21793,-0.00000,70,389.103
57,FWD,122.28707,0.01000,70,389.192
57,FWD,122.37489,0.01000,70,389.261
57,FWD,122.45013,0.00000,70,389.327
57,FWD,122.52859,0.00000,70,389.392
57,FWD,122.62743,0.01000,70,389.491
57,FWD,122.76015,0.01000,70,389.602
57,FWD,122.91981,0.00000,70,389.696
57,FWD,123.05912,0.01000,70,389.805
57,FWD,123.20968,0.00000,70,389.891
57,FWD,123.35324,0.01000,70,389.991
57,FWD,123.50334,0.01000,70,390.100
57,FWD,123.66685,-0.00000,70,390.194
57,FWD,123.80813,0.00000,70,390.304
57,FWD,123.97340,-0.02000,70,390.392
57,FWD,124.11806,0.01000,70,390.504
57,FWD,124.27206,0.02000,70,390.598
57,FWD,124.41449,0.00000,70,390.696
57,FWD,124.56277,0.36000,70,390.795
57,FWD,124.72413,1.92000,71,390.891
57,BWD,124.75911,2.89000,71,391.232
57,BWD,124.75615,2.76000,71,391.310
57,BWD,124.74791,2.76000,71,391.392
57,BWD,124.73246,2.09000,71,391.459
57,BWD,124.71428,1.70000,71,391.542
57,BWD,124.68642,1.32000,71,391.624
57,BWD,124.65040,0.97000,72,391.695
57,BWD,124.60846,0.64000,72,391.793
57,BWD,124.54984,0.14000,72,391.895
57,BWD,124.48019,0.09000,72,392.008
57,BWD,124.38221,0.05000,72,392.103
57,BWD,124.30434,0.04000,72,392.197
57,BWD,124.21024,0.01000,72,392.291
57,BWD,124.10682,0.01000,72,392.400
57,BWD,123.97565,0.00000,72,392.493
57,BWD,123.85326,0.01000,72,392.604
57,BWD,123.70035,0.02000,72,392.698
57,BWD,123.55977,-0.00000,72,392.793
57,BWD,123.41904,0.01000,72,392.904
57,BWD,123.25375,0.01000,72,392.997
57,BWD,123.11362,0.00000,72,393.090
57,BWD,122.98660,0.02000,72,393.190
57,BWD,122.81898,0.01000,72,393.303
57,BWD,122.67545,0.01000,72,393.404
57,BWD,122.54375,-0.01000,72,393.504
57,BWD,122.40936,0.01000,72,393.602
57,BWD,122.30991,0.01000,72,393.691
57,BWD,122.20622,0.01000,72,393.790
57,BWD,122.11943,0.01000,72,393.900
57,BWD,122.02967,-0.00000,72,393.995
57,BWD,121.96236,0.01000,72,394.104
57,BWD,121.89517,-0.01000,72,394.213
57,BWD,121.84160,-0.01000,72,394.293
57,BWD,121.81261,0.01000,72,394.391
57,BWD,121.77920,-0.01000,72,394.461
57,BWD,121.76143,-0.00000,72,394.541
57,BWD,121.74892,0.02000,72,394.607
57,BWD,121.74150,0.01000,72,394.702
57,BWD,121.74040,0.00000,72,394.791
57,BWD,121.74771,-0.00000,72,394.901
57,BWD,121.76747,0.01000,72,394.996
57,BWD,121.78285,-0.00000,72,395.104
57,BWD,121.78996,0.00000,72,395.199
58,FWD,121.79001,0.00000,72,395.230
58,FWD,121.79352,0.00000,72,395.309
58,FWD,121.80407,-0.00000,72,395.391
58,FWD,121.81748,0.01000,72,395.459
58,FWD,121.83642,0.01000,72,395.527
58,FWD,121.86324,0.02000,72,395.621
58,FWD,121.90385,0.00000,72,395.717
58,FWD,121.95062,-0.01000,72,395.791
58,FWD,121.99160,0.01000,72,395.891
58,FWD,122.06871,0.00000,72,395.970
58,FWD,122.13055,0.01000,72,396.049
58,FWD,122.19775,0.00000,72,396.126
58,FWD,122.27213,0.01000,72,396.205
58,FWD,122.35336,0.00000,72,396.300
58,FWD,122.45082,0.01000,72,396.392
58,FWD,122.56741,0.02000,72,396.501
58,FWD,122.71002,0.00000,72,396.595
58,FWD,122.84291,0.02000,72,396.690
58,FWD,122.96477,0.00000,72,396.770
58,FWD,123.10164,0.02000,72,396.849
58,FWD,123.21742,0.01000,72,396.925
58,FWD,123.33607,0.01000,72,397.004
58,FWD,123.45403,0.01000,72,397.098
58,FWD,123.59501,0.00000,72,397.192
58,FWD,123.73640,-0.00000,72,397.302
58,FWD,123.90205,0.00000,72,397.393
58,FWD,124.01977,-0.01000,72,397.504
58,FWD,124.20357,0.03000,72,397.598
58,FWD,124.33106,0.02000,72,397.692
58,FWD,124.47462,0.06000,72,397.802
58,FWD,124.65134,0.21000,72,397.897
58,FWD,124.78664,4.02000,73,397.990
58,BWD,124.83897,4.17000,73,398.352
58,BWD,124.83506,4.11000,73,398.430
58,BWD,124.82491,4.01000,73,398.509
58,BWD,124.81084,3.76000,73,398.603
58,BWD,124.78345,2.57000,73,398.698
58,BWD,124.74682,1.94000,73,398.793
58,BWD,124.69915,1.40000,73,398.902
58,BWD,124.63627,0.24000,73,398.996
58,BWD,124.57681,0.14000,73,399.092
58,BWD,124.49526,0.09000,73,399.202
58,BWD,124.39826,0.06000,73,399.297
58,BWD,124.30335,0.01000,73,399.393
58,BWD,124.20117,0.01000,73,399.503
58,BWD,124.07895,0.02000,73,399.591
58,BWD,123.95449,0.01000,73,399.701
58,BWD,123.80698,0.01000,73,399.795
58,BWD,123.66570,-0.01000,73,399.906
58,BWD,123.50056,0.00000,73,400.000
58,BWD,123.36280,0.01000,73,400.092
58,BWD,123.22205,0.00000,73,400.201
58,BWD,123.05573,0.01000,73,400.297
58,BWD,122.90828,0.00000,73,400.391
58,BWD,122.77563,0.00000,73,400.500
58,BWD,122.62046,0.01000,73,400.609
58,BWD,122.48325,0.01000,73,400.705
58,BWD,122.37262,0.01000,73,400.799
58,BWD,122.27158,0.01000,73,400.892
58,BWD,122.17933,0.01000,73,401.002
58,BWD,122.08244,-0.03000,73,401.092
58,BWD,122.02078,-0.01000,73,401.158
58,BWD,121.96306,0.01000,73,401.239
58,BWD,121.91360,0.01000,73,401.318
58,BWD,121.87000,-0.00000,73,401.398
58,BWD,121.83292,0.02000,73,401.493
58,BWD,121.79688,0.00000,73,401.602
58,BWD,121.76727,0.00000,73,401.692
58,BWD,121.74945,0.00000,73,401.801
58,BWD,121.74036,0.01000,73,401.896
58,BWD,121.74195,0.00000,73,401.991
58,BWD,121.75233,-0.00000,73,402.100
58,BWD,121.77364,0.01000,73,402.192
58,BWD,121.78617,0.01000,73,402.296
59,FWD,121.78928,-0.00000,73,402.328
59,FWD,121.79632,0.00000,73,402.407
59,FWD,121.80965,0.01000,73,402.491
59,FWD,121.82639,0.01000,73,402.593
59,FWD,121.86098,0.01000,73,402.660
59,FWD,121.89338,-0.00000,73,402.742
59,FWD,121.92659,0.01000,73,402.809
59,FWD,121.97139,0.01000,73,402.897
59,FWD,122.02755,-0.02000,73,402.990
59,FWD,122.08794,-0.02000,73,403.057
59,FWD,122.14168,0.00000,73,403.123
59,FWD,122.20072,-0.01000,73,403.191
59,FWD,122.27709,0.01000,73,403.298
59,FWD,122.38937,0.01000,73,403.392
59,FWD,122.47973,0.00000,73,403.459
59,FWD,122.56062,0.02000,73,403.526
59,FWD,122.64565,-0.01000,73,403.592
59,FWD,122.73582,0.02000,73,403.659
59,FWD,122.82977,0.01000,73,403.741
59,FWD,122.95051,0.02000,73,403.810
59,FWD,123.07424,0.01000,73,403.892
59,FWD,123.17905,0.01000,73,403.960
59,FWD,123.28344,0.00000,73,404.041
59,FWD,123.41294,0.01000,73,404.124
59,FWD,123.52626,0.01000,73,404.192
59,FWD,123.64664,-0.01000,73,404.294
59,FWD,123.80118,0.01000,73,404.389
59,FWD,123.92400,0.01000,73,404.458
59,FWD,124.02587,0.01000,73,404.542
59,FWD,124.17504,0.01000,73,404.628
59,FWD,124.29617,-0.01000,73,404.710
59,FWD,124.40541,0.04000,73,404.791
59,FWD,124.52466,0.06000,73,404.859
59,FWD,124.64928,1.03000,73,404.959
59,FWD,124.77796,2.38000,74,405.027
59,BWD,124.80351,3.53000,74,405.359
59,BWD,124.80047,3.48000,74,405.443
59,BWD,124.79227,3.26000,74,405.506
59,BWD,124.78021,3.08000,74,405.591
59,BWD,124.75844,2.62000,74,405.690
59,BWD,124.71982,1.58000,74,405.770
59,BWD,124.68809,1.19000,74,405.847
59,BWD,124.64404,0.84000,74,405.924
59,BWD,124.59625,0.15000,74,406.003
59,BWD,124.54688,0.16000,74,406.092
59,BWD,124.47410,0.07000,74,406.202
59,BWD,124.37881,0.03000,74,406.292
59,BWD,124.29219,0.00000,74,406.402
59,BWD,124.17483,0.00000,74,406.497
59,BWD,124.06474,0.00000,74,406.591
59,BWD,123.94574,0.01000,74,406.700
59,BWD,123.79588,-0.00000,74,406.796
59,BWD,123.65683,0.01000,74,406.890
59,BWD,123.53311,-0.00000,74,406.967
59,BWD,123.39716,0.01000,74,407.047
59,BWD,123.28110,0.00000,74,407.124
59,BWD,123.18074,0.01000,74,407.191
59,BWD,123.08038,0.01000,74,407.292
59,BWD,122.91068,0.01000,74,407.403
59,BWD,122.76147,-0.00000,74,407.491
59,BWD,122.63553,0.00000,74,407.601
59,BWD,122.48666,0.00000,74,407.696
59,BWD,122.37949,0.01000,74,407.790
59,BWD,122.27473,0.01000,74,407.901
59,BWD,122.16700,0.01000,74,407.994
59,BWD,122.08455,0.00000,74,408.093
59,BWD,122.01511,0.00000,74,408.158
59,BWD,121.96933,0.01000,74,408.225
59,BWD,121.92595,0.00000,74,408.294
59,BWD,121.88648,0.01000,74,408.391
59,BWD,121.83238,0.01000,74,408.503
59,BWD,121.79492,0.01000,74,408.598
60,FWD,121.77541,-0.00000,74,408.644
60,FWD,121.75597,0.00000,74,408.722
60,FWD,121.74640,0.01000,74,408.792
60,FWD,121.74050,0.00000,74,408.902
60,FWD,121.74236,0.00000,74,408.996
60,FWD,121.75488,0.02000,74,409.092
60,FWD,121.77608,0.01000,74,409.191
60,FWD,121.80695,-0.00000,74,409.265
60,FWD,121.83725,0.01000,74,409.343
